"commune","time","nationality","age","value"
"Vienna 16th district, Ottakring <916> ",2010,"Austria.","Up.to.14.years.old.","9,691"
"Vienna 16th district, Ottakring <916> ",2011,"Austria.","Up.to.14.years.old.","9,589"
"Vienna 16th district, Ottakring <916> ",2012,"Austria.","Up.to.14.years.old.","9,454"
"Vienna 16th district, Ottakring <916> ",2013,"Austria.","Up.to.14.years.old.","9,366"
"Vienna 16th district, Ottakring <916> ",2014,"Austria.","Up.to.14.years.old.","9,348"
"Vienna 16th district, Ottakring <916> ",2015,"Austria.","Up.to.14.years.old.","9,248"
"Vienna 17th district, Hernals <917> ",1971,"Austria.","Up.to.14.years.old.","7,274"
"Vienna 17th district, Hernals <917> ",1981,"Austria.","Up.to.14.years.old.","5,446"
"Vienna 17th district, Hernals <917> ",1991,"Austria.","Up.to.14.years.old.","5,326"
"Vienna 17th district, Hernals <917> ",2001,"Austria.","Up.to.14.years.old.","4,977"
"Vienna 17th district, Hernals <917> ",2002,"Austria.","Up.to.14.years.old.","5,070"
"Vienna 17th district, Hernals <917> ",2003,"Austria.","Up.to.14.years.old.","5,139"
"Vienna 17th district, Hernals <917> ",2004,"Austria.","Up.to.14.years.old.","5,308"
"Vienna 17th district, Hernals <917> ",2005,"Austria.","Up.to.14.years.old.","5,414"
"Vienna 17th district, Hernals <917> ",2006,"Austria.","Up.to.14.years.old.","5,547"
"Vienna 17th district, Hernals <917> ",2007,"Austria.","Up.to.14.years.old.","5,543"
"Vienna 17th district, Hernals <917> ",2008,"Austria.","Up.to.14.years.old.","5,441"
"Vienna 17th district, Hernals <917> ",2009,"Austria.","Up.to.14.years.old.","5,362"
"Vienna 17th district, Hernals <917> ",2010,"Austria.","Up.to.14.years.old.","5,342"
"Vienna 17th district, Hernals <917> ",2011,"Austria.","Up.to.14.years.old.","5,330"
"Vienna 17th district, Hernals <917> ",2012,"Austria.","Up.to.14.years.old.","5,290"
"Vienna 17th district, Hernals <917> ",2013,"Austria.","Up.to.14.years.old.","5,223"
"Vienna 17th district, Hernals <917> ",2014,"Austria.","Up.to.14.years.old.","5,290"
"Vienna 17th district, Hernals <917> ",2015,"Austria.","Up.to.14.years.old.","5,287"
"Vienna 18th district, Währing <918> ",1971,"Austria.","Up.to.14.years.old.","7,506"
"Vienna 18th district, Währing <918> ",1981,"Austria.","Up.to.14.years.old.","6,125"
"Vienna 18th district, Währing <918> ",1991,"Austria.","Up.to.14.years.old.","5,312"
"Vienna 18th district, Währing <918> ",2001,"Austria.","Up.to.14.years.old.","4,683"
"Vienna 18th district, Währing <918> ",2002,"Austria.","Up.to.14.years.old.","4,702"
"Vienna 18th district, Währing <918> ",2003,"Austria.","Up.to.14.years.old.","4,857"
"Vienna 18th district, Währing <918> ",2004,"Austria.","Up.to.14.years.old.","4,973"
"Vienna 18th district, Währing <918> ",2005,"Austria.","Up.to.14.years.old.","5,077"
"Vienna 18th district, Währing <918> ",2006,"Austria.","Up.to.14.years.old.","5,120"
"Vienna 18th district, Währing <918> ",2007,"Austria.","Up.to.14.years.old.","5,039"
"Vienna 18th district, Währing <918> ",2008,"Austria.","Up.to.14.years.old.","5,002"
"Vienna 18th district, Währing <918> ",2009,"Austria.","Up.to.14.years.old.","4,979"
"Vienna 18th district, Währing <918> ",2010,"Austria.","Up.to.14.years.old.","4,995"
"Vienna 18th district, Währing <918> ",2011,"Austria.","Up.to.14.years.old.","4,967"
"Vienna 18th district, Währing <918> ",2012,"Austria.","Up.to.14.years.old.","4,937"
"Vienna 18th district, Währing <918> ",2013,"Austria.","Up.to.14.years.old.","4,935"
"Vienna 18th district, Währing <918> ",2014,"Austria.","Up.to.14.years.old.","4,914"
"Vienna 18th district, Währing <918> ",2015,"Austria.","Up.to.14.years.old.","4,964"
"Vienna 19th district, Döbling <919> ",1971,"Austria.","Up.to.14.years.old.","11,369"
"Vienna 19th district, Döbling <919> ",1981,"Austria.","Up.to.14.years.old.","8,616"
"Vienna 19th district, Döbling <919> ",1991,"Austria.","Up.to.14.years.old.","7,446"
"Vienna 19th district, Döbling <919> ",2001,"Austria.","Up.to.14.years.old.","7,126"
"Vienna 19th district, Döbling <919> ",2002,"Austria.","Up.to.14.years.old.","7,259"
"Vienna 19th district, Döbling <919> ",2003,"Austria.","Up.to.14.years.old.","7,339"
"Vienna 19th district, Döbling <919> ",2004,"Austria.","Up.to.14.years.old.","7,414"
"Vienna 19th district, Döbling <919> ",2005,"Austria.","Up.to.14.years.old.","7,438"
"Vienna 19th district, Döbling <919> ",2006,"Austria.","Up.to.14.years.old.","7,424"
"Vienna 19th district, Döbling <919> ",2007,"Austria.","Up.to.14.years.old.","7,372"
"Vienna 19th district, Döbling <919> ",2008,"Austria.","Up.to.14.years.old.","7,342"
"Vienna 19th district, Döbling <919> ",2009,"Austria.","Up.to.14.years.old.","7,302"
"Vienna 19th district, Döbling <919> ",2010,"Austria.","Up.to.14.years.old.","7,230"
"Vienna 19th district, Döbling <919> ",2011,"Austria.","Up.to.14.years.old.","7,176"
"Vienna 19th district, Döbling <919> ",2012,"Austria.","Up.to.14.years.old.","7,238"
"Vienna 19th district, Döbling <919> ",2013,"Austria.","Up.to.14.years.old.","7,261"
"Vienna 19th district, Döbling <919> ",2014,"Austria.","Up.to.14.years.old.","7,180"
"Vienna 19th district, Döbling <919> ",2015,"Austria.","Up.to.14.years.old.","7,169"
"Vienna 20th district, Brigittenau <920> ",1971,"Austria.","Up.to.14.years.old.","13,375"
"Vienna 20th district, Brigittenau <920> ",1981,"Austria.","Up.to.14.years.old.","8,449"
"Vienna 20th district, Brigittenau <920> ",1991,"Austria.","Up.to.14.years.old.","6,283"
"Vienna 20th district, Brigittenau <920> ",2001,"Austria.","Up.to.14.years.old.","7,275"
"Vienna 20th district, Brigittenau <920> ",2002,"Austria.","Up.to.14.years.old.","7,563"
"Vienna 20th district, Brigittenau <920> ",2003,"Austria.","Up.to.14.years.old.","7,942"
"Vienna 20th district, Brigittenau <920> ",2004,"Austria.","Up.to.14.years.old.","8,422"
"Vienna 20th district, Brigittenau <920> ",2005,"Austria.","Up.to.14.years.old.","8,747"
"Vienna 20th district, Brigittenau <920> ",2006,"Austria.","Up.to.14.years.old.","8,714"
"Vienna 20th district, Brigittenau <920> ",2007,"Austria.","Up.to.14.years.old.","8,865"
"Vienna 20th district, Brigittenau <920> ",2008,"Austria.","Up.to.14.years.old.","8,734"
"Vienna 20th district, Brigittenau <920> ",2009,"Austria.","Up.to.14.years.old.","8,628"
"Vienna 20th district, Brigittenau <920> ",2010,"Austria.","Up.to.14.years.old.","8,531"
"Vienna 20th district, Brigittenau <920> ",2011,"Austria.","Up.to.14.years.old.","8,438"
"Vienna 20th district, Brigittenau <920> ",2012,"Austria.","Up.to.14.years.old.","8,393"
"Vienna 20th district, Brigittenau <920> ",2013,"Austria.","Up.to.14.years.old.","8,263"
"Vienna 20th district, Brigittenau <920> ",2014,"Austria.","Up.to.14.years.old.","8,088"
"Vienna 20th district, Brigittenau <920> ",2015,"Austria.","Up.to.14.years.old.","7,986"
"Vienna 21st district, Floridsdorf <921> ",1971,"Austria.","Up.to.14.years.old.","22,994"
"Vienna 21st district, Floridsdorf <921> ",1981,"Austria.","Up.to.14.years.old.","20,190"
"Vienna 21st district, Floridsdorf <921> ",1991,"Austria.","Up.to.14.years.old.","16,639"
"Vienna 21st district, Floridsdorf <921> ",2001,"Austria.","Up.to.14.years.old.","19,362"
"Vienna 21st district, Floridsdorf <921> ",2002,"Austria.","Up.to.14.years.old.","19,357"
"Vienna 21st district, Floridsdorf <921> ",2003,"Austria.","Up.to.14.years.old.","19,537"
"Vienna 21st district, Floridsdorf <921> ",2004,"Austria.","Up.to.14.years.old.","19,613"
"Vienna 21st district, Floridsdorf <921> ",2005,"Austria.","Up.to.14.years.old.","19,672"
"Vienna 21st district, Floridsdorf <921> ",2006,"Austria.","Up.to.14.years.old.","19,690"
"Vienna 21st district, Floridsdorf <921> ",2007,"Austria.","Up.to.14.years.old.","19,334"
"Vienna 21st district, Floridsdorf <921> ",2008,"Austria.","Up.to.14.years.old.","18,881"
"Vienna 21st district, Floridsdorf <921> ",2009,"Austria.","Up.to.14.years.old.","18,621"
"Vienna 21st district, Floridsdorf <921> ",2010,"Austria.","Up.to.14.years.old.","18,284"
"Vienna 21st district, Floridsdorf <921> ",2011,"Austria.","Up.to.14.years.old.","18,085"
"Vienna 21st district, Floridsdorf <921> ",2012,"Austria.","Up.to.14.years.old.","17,827"
"Vienna 21st district, Floridsdorf <921> ",2013,"Austria.","Up.to.14.years.old.","17,865"
"Vienna 21st district, Floridsdorf <921> ",2014,"Austria.","Up.to.14.years.old.","17,856"
"Vienna 21st district, Floridsdorf <921> ",2015,"Austria.","Up.to.14.years.old.","17,880"
"Vienna 22nd district, Donaustadt <922> ",1971,"Austria.","Up.to.14.years.old.","18,184"
"Vienna 22nd district, Donaustadt <922> ",1981,"Austria.","Up.to.14.years.old.","19,777"
"Vienna 22nd district, Donaustadt <922> ",1991,"Austria.","Up.to.14.years.old.","16,645"
"Vienna 22nd district, Donaustadt <922> ",2001,"Austria.","Up.to.14.years.old.","23,256"
"Vienna 22nd district, Donaustadt <922> ",2002,"Austria.","Up.to.14.years.old.","23,478"
"Vienna 22nd district, Donaustadt <922> ",2003,"Austria.","Up.to.14.years.old.","23,884"
"Vienna 22nd district, Donaustadt <922> ",2004,"Austria.","Up.to.14.years.old.","24,182"
"Vienna 22nd district, Donaustadt <922> ",2005,"Austria.","Up.to.14.years.old.","24,375"
"Vienna 22nd district, Donaustadt <922> ",2006,"Austria.","Up.to.14.years.old.","24,515"
"Vienna 22nd district, Donaustadt <922> ",2007,"Austria.","Up.to.14.years.old.","24,483"
"Vienna 22nd district, Donaustadt <922> ",2008,"Austria.","Up.to.14.years.old.","24,270"
"Vienna 22nd district, Donaustadt <922> ",2009,"Austria.","Up.to.14.years.old.","24,013"
"Vienna 22nd district, Donaustadt <922> ",2010,"Austria.","Up.to.14.years.old.","23,688"
"Vienna 22nd district, Donaustadt <922> ",2011,"Austria.","Up.to.14.years.old.","23,570"
"Vienna 22nd district, Donaustadt <922> ",2012,"Austria.","Up.to.14.years.old.","23,459"
"Vienna 22nd district, Donaustadt <922> ",2013,"Austria.","Up.to.14.years.old.","23,428"
"Vienna 22nd district, Donaustadt <922> ",2014,"Austria.","Up.to.14.years.old.","23,261"
"Vienna 22nd district, Donaustadt <922> ",2015,"Austria.","Up.to.14.years.old.","23,456"
"Vienna 23rd district, Liesing <923> ",1971,"Austria.","Up.to.14.years.old.","13,541"
"Vienna 23rd district, Liesing <923> ",1981,"Austria.","Up.to.14.years.old.","12,140"
"Vienna 23rd district, Liesing <923> ",1991,"Austria.","Up.to.14.years.old.","11,967"
"Vienna 23rd district, Liesing <923> ",2001,"Austria.","Up.to.14.years.old.","12,089"
"Vienna 23rd district, Liesing <923> ",2002,"Austria.","Up.to.14.years.old.","12,059"
"Vienna 23rd district, Liesing <923> ",2003,"Austria.","Up.to.14.years.old.","12,063"
"Vienna 23rd district, Liesing <923> ",2004,"Austria.","Up.to.14.years.old.","11,991"
"Vienna 23rd district, Liesing <923> ",2005,"Austria.","Up.to.14.years.old.","11,962"
"Vienna 23rd district, Liesing <923> ",2006,"Austria.","Up.to.14.years.old.","12,034"
"Vienna 23rd district, Liesing <923> ",2007,"Austria.","Up.to.14.years.old.","12,203"
"Vienna 23rd district, Liesing <923> ",2008,"Austria.","Up.to.14.years.old.","12,235"
"Vienna 23rd district, Liesing <923> ",2009,"Austria.","Up.to.14.years.old.","12,082"
"Vienna 23rd district, Liesing <923> ",2010,"Austria.","Up.to.14.years.old.","12,133"
"Vienna 23rd district, Liesing <923> ",2011,"Austria.","Up.to.14.years.old.","12,134"
"Vienna 23rd district, Liesing <923> ",2012,"Austria.","Up.to.14.years.old.","12,183"
"Vienna 23rd district, Liesing <923> ",2013,"Austria.","Up.to.14.years.old.","12,099"
"Vienna 23rd district, Liesing <923> ",2014,"Austria.","Up.to.14.years.old.","12,085"
"Vienna 23rd district, Liesing <923> ",2015,"Austria.","Up.to.14.years.old.","12,035"
"Vienna <AT13> ",1971,"Austria.","15.years.old.","12,509"
"Vienna <AT13> ",1981,"Austria.","15.years.old.","17,983"
"Vienna <AT13> ",1991,"Austria.","15.years.old.","10,918"
"Vienna <AT13> ",2001,"Austria.","15.years.old.","11,910"
"Vienna <AT13> ",2002,"Austria.","15.years.old.","12,205"
"Vienna <AT13> ",2003,"Austria.","15.years.old.","12,575"
"Vienna <AT13> ",2004,"Austria.","15.years.old.","13,148"
"Vienna <AT13> ",2005,"Austria.","15.years.old.","13,559"
"Vienna <AT13> ",2006,"Austria.","15.years.old.","13,836"
"Vienna <AT13> ",2007,"Austria.","15.years.old.","13,983"
"Vienna <AT13> ",2008,"Austria.","15.years.old.","13,779"
"Vienna <AT13> ",2009,"Austria.","15.years.old.","13,625"
"Vienna <AT13> ",2010,"Austria.","15.years.old.","13,544"
"Vienna <AT13> ",2011,"Austria.","15.years.old.","13,017"
"Vienna <AT13> ",2012,"Austria.","15.years.old.","13,046"
"Vienna <AT13> ",2013,"Austria.","15.years.old.","12,419"
"Vienna <AT13> ",2014,"Austria.","15.years.old.","12,175"
"Vienna <AT13> ",2015,"Austria.","15.years.old.","12,036"
"Vienna 1st district, City <901> ",1971,"Austria.","15.years.old.","172"
"Vienna 1st district, City <901> ",1981,"Austria.","15.years.old.","174"
"Vienna 1st district, City <901> ",1991,"Austria.","15.years.old.","104"
"Vienna 1st district, City <901> ",2001,"Austria.","15.years.old.","94"
"Vienna 1st district, City <901> ",2002,"Austria.","15.years.old.","114"
"Vienna 1st district, City <901> ",2003,"Austria.","15.years.old.","109"
"Vienna 1st district, City <901> ",2004,"Austria.","15.years.old.","112"
"Vienna 1st district, City <901> ",2005,"Austria.","15.years.old.","93"
"Vienna 1st district, City <901> ",2006,"Austria.","15.years.old.","110"
"Vienna 1st district, City <901> ",2007,"Austria.","15.years.old.","93"
"Vienna 1st district, City <901> ",2008,"Austria.","15.years.old.","96"
"Vienna 1st district, City <901> ",2009,"Austria.","15.years.old.","103"
"Vienna 1st district, City <901> ",2010,"Austria.","15.years.old.","98"
"Vienna 1st district, City <901> ",2011,"Austria.","15.years.old.","77"
"Vienna 1st district, City <901> ",2012,"Austria.","15.years.old.","89"
"Vienna 1st district, City <901> ",2013,"Austria.","15.years.old.","93"
"Vienna 1st district, City <901> ",2014,"Austria.","15.years.old.","89"
"Vienna 1st district, City <901> ",2015,"Austria.","15.years.old.","83"
"Vienna 2nd district, Leopoldstadt <902> ",1971,"Austria.","15.years.old.","823"
"Vienna 2nd district, Leopoldstadt <902> ",1981,"Austria.","15.years.old.","1,064"
"Vienna 2nd district, Leopoldstadt <902> ",1991,"Austria.","15.years.old.","628"
"Vienna 2nd district, Leopoldstadt <902> ",2001,"Austria.","15.years.old.","613"
"Vienna 2nd district, Leopoldstadt <902> ",2002,"Austria.","15.years.old.","597"
"Vienna 2nd district, Leopoldstadt <902> ",2003,"Austria.","15.years.old.","632"
"Vienna 2nd district, Leopoldstadt <902> ",2004,"Austria.","15.years.old.","637"
"Vienna 2nd district, Leopoldstadt <902> ",2005,"Austria.","15.years.old.","696"
"Vienna 2nd district, Leopoldstadt <902> ",2006,"Austria.","15.years.old.","681"
"Vienna 2nd district, Leopoldstadt <902> ",2007,"Austria.","15.years.old.","651"
"Vienna 2nd district, Leopoldstadt <902> ",2008,"Austria.","15.years.old.","672"
"Vienna 2nd district, Leopoldstadt <902> ",2009,"Austria.","15.years.old.","602"
"Vienna 2nd district, Leopoldstadt <902> ",2010,"Austria.","15.years.old.","654"
"Vienna 2nd district, Leopoldstadt <902> ",2011,"Austria.","15.years.old.","600"
"Vienna 2nd district, Leopoldstadt <902> ",2012,"Austria.","15.years.old.","602"
"Vienna 2nd district, Leopoldstadt <902> ",2013,"Austria.","15.years.old.","584"
"Vienna 2nd district, Leopoldstadt <902> ",2014,"Austria.","15.years.old.","586"
"Vienna 2nd district, Leopoldstadt <902> ",2015,"Austria.","15.years.old.","630"
"Vienna 3rd district, Landstraße <903> ",1971,"Austria.","15.years.old.","762"
"Vienna 3rd district, Landstraße <903> ",1981,"Austria.","15.years.old.","818"
"Vienna 3rd district, Landstraße <903> ",1991,"Austria.","15.years.old.","503"
"Vienna 3rd district, Landstraße <903> ",2001,"Austria.","15.years.old.","565"
"Vienna 3rd district, Landstraße <903> ",2002,"Austria.","15.years.old.","572"
"Vienna 3rd district, Landstraße <903> ",2003,"Austria.","15.years.old.","561"
"Vienna 3rd district, Landstraße <903> ",2004,"Austria.","15.years.old.","614"
"Vienna 3rd district, Landstraße <903> ",2005,"Austria.","15.years.old.","608"
"Vienna 3rd district, Landstraße <903> ",2006,"Austria.","15.years.old.","608"
"Vienna 3rd district, Landstraße <903> ",2007,"Austria.","15.years.old.","577"
"Vienna 3rd district, Landstraße <903> ",2008,"Austria.","15.years.old.","605"
"Vienna 3rd district, Landstraße <903> ",2009,"Austria.","15.years.old.","531"
"Vienna 3rd district, Landstraße <903> ",2010,"Austria.","15.years.old.","548"
"Vienna 3rd district, Landstraße <903> ",2011,"Austria.","15.years.old.","536"
"Vienna 3rd district, Landstraße <903> ",2012,"Austria.","15.years.old.","521"
"Vienna 3rd district, Landstraße <903> ",2013,"Austria.","15.years.old.","551"
"Vienna 3rd district, Landstraße <903> ",2014,"Austria.","15.years.old.","485"
"Vienna 3rd district, Landstraße <903> ",2015,"Austria.","15.years.old.","486"
"Vienna 4th district, Wieden <904> ",1971,"Austria.","15.years.old.","361"
"Vienna 4th district, Wieden <904> ",1981,"Austria.","15.years.old.","287"
"Vienna 4th district, Wieden <904> ",1991,"Austria.","15.years.old.","190"
"Vienna 4th district, Wieden <904> ",2001,"Austria.","15.years.old.","202"
"Vienna 4th district, Wieden <904> ",2002,"Austria.","15.years.old.","189"
"Vienna 4th district, Wieden <904> ",2003,"Austria.","15.years.old.","205"
"Vienna 4th district, Wieden <904> ",2004,"Austria.","15.years.old.","213"
"Vienna 4th district, Wieden <904> ",2005,"Austria.","15.years.old.","171"
"Vienna 4th district, Wieden <904> ",2006,"Austria.","15.years.old.","225"
"Vienna 4th district, Wieden <904> ",2007,"Austria.","15.years.old.","187"
"Vienna 4th district, Wieden <904> ",2008,"Austria.","15.years.old.","210"
"Vienna 4th district, Wieden <904> ",2009,"Austria.","15.years.old.","186"
"Vienna 4th district, Wieden <904> ",2010,"Austria.","15.years.old.","194"
"Vienna 4th district, Wieden <904> ",2011,"Austria.","15.years.old.","183"
"Vienna 4th district, Wieden <904> ",2012,"Austria.","15.years.old.","170"
"Vienna 4th district, Wieden <904> ",2013,"Austria.","15.years.old.","151"
"Vienna 4th district, Wieden <904> ",2014,"Austria.","15.years.old.","150"
"Vienna 4th district, Wieden <904> ",2015,"Austria.","15.years.old.","165"
"Vienna 5th district, Margareten <905> ",1971,"Austria.","15.years.old.","390"
"Vienna 5th district, Margareten <905> ",1981,"Austria.","15.years.old.","464"
"Vienna 5th district, Margareten <905> ",1991,"Austria.","15.years.old.","289"
